Timestamp,EGT_C,N2_PctRPM,OilPressure_PSI,Vib1_IPS,Vib2_IPS,Engine_Fault_State,EGT_Sensor_Health,Vibration_Sensor_Health,Scenario
2025-04-02 09:26:44.907027,899.21,89.82,58.06,1.02,0.97,Normal,OK,OK,Normal
2025-04-02 09:26:45.907027,899.38,90.05,57.16,1.09,1.11,Normal,OK,OK,Normal
2025-04-02 09:26:46.907027,903.45,89.82,53.9,1.04,1.09,Normal,OK,OK,Normal
2025-04-02 09:26:47.907027,903.33,90.09,55.2,0.84,0.84,Normal,OK,OK,Normal
2025-04-02 09:26:48.907027,897.26,89.39,57.28,0.87,0.87,Normal,OK,OK,Normal
2025-04-02 09:26:49.907027,896.92,90.36,56.18,1.2,1.12,Normal,OK,OK,Normal
2025-04-02 09:26:50.907027,903.21,89.65,53.98,1.02,1.01,Normal,OK,OK,Normal
2025-04-02 09:26:51.907027,899.77,89.83,56.77,0.97,0.88,Normal,OK,OK,Normal
2025-04-02 09:26:52.907027,912.44,89.81,54.61,0.93,1.01,Normal,OK,OK,Normal
2025-04-02 09:26:53.907027,905.32,,54.51,0.95,0.77,Normal,OK,OK,Normal
2025-04-02 09:26:54.907027,904.55,90.09,55.27,0.93,0.95,Normal,OK,OK,Normal
2025-04-02 09:26:55.907027,,89.92,54.93,1.02,1.05,Normal,OK,OK,Normal
2025-04-02 09:26:56.907027,904.28,90.59,56.14,0.82,0.9,Normal,OK,OK,Normal
2025-04-02 09:26:57.907027,903.05,89.97,54.16,0.98,0.95,Normal,OK,OK,Normal
2025-04-02 09:26:58.907027,903.58,89.8,56.45,1.03,1.05,Normal,OK,OK,Normal
2025-04-02 09:26:59.907027,904.98,89.8,55.94,0.98,1.01,Normal,OK,OK,Normal
2025-04-02 09:27:00.907027,896.13,90.89,53.58,1.0,0.99,Normal,OK,OK,Normal
2025-04-02 09:27:01.907027,903.54,89.9,54.23,1.15,1.04,Normal,OK,OK,Normal
2025-04-02 09:27:02.907027,897.78,90.09,56.8,0.86,0.9,Normal,OK,OK,Normal
2025-04-02 09:27:03.907027,901.44,89.55,52.82,1.03,1.01,Normal,OK,OK,Normal
2025-04-02 09:27:04.907027,899.91,89.94,,1.03,0.98,Normal,OK,OK,Normal
2025-04-02 09:27:05.907027,902.49,89.48,,1.05,0.95,Normal,OK,OK,Normal
2025-04-02 09:27:06.907027,901.88,88.91,54.96,1.06,1.02,Normal,OK,OK,Normal
2025-04-02 09:27:07.907027,904.67,90.18,56.66,0.84,0.82,Normal,OK,OK,Normal
2025-04-02 09:27:08.907027,897.98,90.23,54.29,0.98,0.96,Normal,OK,OK,Normal
2025-04-02 09:27:09.907027,892.43,89.96,52.97,1.0,1.05,Normal,OK,OK,Normal
2025-04-02 09:27:10.907027,904.38,89.73,53.84,0.9,0.81,Normal,OK,OK,Normal
2025-04-02 09:27:11.907027,916.45,89.93,55.85,1.06,1.04,Normal,OK,OK,Normal
2025-04-02 09:27:12.907027,896.35,90.13,55.75,1.06,0.96,Normal,OK,OK,Normal
2025-04-02 09:27:13.907027,894.71,90.83,56.93,0.93,0.92,Normal,OK,OK,Normal
2025-04-02 09:27:14.907027,908.15,89.68,56.4,1.13,1.18,Normal,OK,OK,Normal
2025-04-02 09:27:15.907027,912.95,89.75,54.86,1.08,1.16,Normal,OK,OK,Normal
2025-04-02 09:27:16.907027,903.0,90.41,55.32,0.89,0.88,Normal,OK,OK,Normal
2025-04-02 09:27:17.907027,892.4,90.92,54.36,0.96,1.0,Normal,OK,OK,Normal
2025-04-02 09:27:18.907027,900.06,90.29,55.52,1.14,1.06,Normal,OK,OK,Normal
2025-04-02 09:27:19.907027,903.31,90.39,52.49,1.03,0.96,Normal,OK,OK,Normal
2025-04-02 09:27:20.907027,900.63,90.11,53.45,0.81,1.02,Normal,OK,OK,Normal
2025-04-02 09:27:21.907027,901.07,90.22,54.34,1.04,1.02,Normal,OK,OK,Normal
2025-04-02 09:27:22.907027,892.51,90.31,55.28,1.06,1.05,Normal,OK,OK,Normal
2025-04-02 09:27:23.907027,906.0,91.1,54.76,0.91,1.0,Normal,OK,OK,Normal
2025-04-02 09:27:24.907027,907.39,89.86,56.41,0.88,0.75,Normal,OK,OK,Normal
2025-04-02 09:27:25.907027,893.91,90.11,56.14,0.9,1.0,Normal,OK,OK,Normal
2025-04-02 09:27:26.907027,,89.91,53.39,0.86,0.92,Normal,OK,OK,Normal
2025-04-02 09:27:27.907027,897.71,,55.33,1.07,1.04,Normal,OK,OK,Normal
2025-04-02 09:27:28.907027,904.54,90.58,55.23,0.86,0.91,Normal,OK,OK,Normal
2025-04-02 09:27:29.907027,892.35,90.02,55.84,1.13,1.03,Normal,OK,OK,Normal
2025-04-02 09:27:30.907027,898.72,90.21,56.66,0.87,0.95,Normal,OK,OK,Normal
2025-04-02 09:27:31.907027,898.05,89.87,55.91,1.02,1.08,Normal,OK,OK,Normal
2025-04-02 09:27:32.907027,912.65,90.47,56.04,0.92,0.94,Normal,OK,OK,Normal
2025-04-02 09:27:33.907027,895.25,88.9,54.17,0.87,0.86,Normal,OK,OK,Normal
2025-04-02 09:27:34.907027,905.31,90.23,53.0,,0.8,Normal,OK,OK,Normal
2025-04-02 09:27:35.907027,897.43,90.06,54.06,0.87,0.92,Normal,OK,OK,Normal
2025-04-02 09:27:36.907027,896.05,90.02,53.66,0.96,0.82,Normal,OK,OK,Normal
2025-04-02 09:27:37.907027,894.21,90.11,54.76,0.93,1.14,Normal,OK,OK,Normal
2025-04-02 09:27:38.907027,892.6,89.82,55.75,1.19,1.14,Normal,OK,OK,Normal
2025-04-02 09:27:39.907027,898.96,90.17,56.54,0.94,1.02,Normal,OK,OK,Normal
2025-04-02 09:27:40.907027,906.22,90.22,54.69,1.0,0.97,Normal,OK,OK,Normal
2025-04-02 09:27:41.907027,902.27,90.18,55.6,1.04,1.12,Normal,OK,OK,Normal
2025-04-02 09:27:42.907027,895.29,89.95,54.52,1.15,1.01,Normal,OK,OK,Normal
2025-04-02 09:27:43.907027,894.29,90.42,54.94,0.95,0.98,Normal,OK,OK,Normal
2025-04-02 09:27:44.907027,912.0,90.41,55.2,1.22,1.14,Normal,OK,OK,Normal
2025-04-02 09:27:45.907027,903.66,89.51,51.73,0.94,1.06,Normal,OK,OK,Normal
2025-04-02 09:27:46.907027,905.32,90.22,55.91,1.02,0.89,Normal,OK,OK,Normal
2025-04-02 09:27:47.907027,901.8,88.99,53.35,1.03,1.04,Normal,OK,OK,Normal
2025-04-02 09:27:48.907027,908.49,89.97,54.62,1.15,1.08,Normal,OK,OK,Normal
2025-04-02 09:27:49.907027,903.84,89.64,54.77,1.07,1.07,Normal,OK,OK,Normal
2025-04-02 09:27:50.907027,909.66,89.41,54.64,1.05,1.05,Normal,OK,OK,Normal
2025-04-02 09:27:51.907027,904.57,90.15,53.56,0.87,0.92,Normal,OK,OK,Normal
2025-04-02 09:27:52.907027,886.87,89.28,52.33,1.16,1.11,Normal,OK,OK,Normal
2025-04-02 09:27:53.907027,901.8,89.36,54.85,1.01,0.88,Normal,OK,OK,Normal
2025-04-02 09:27:54.907027,902.85,90.17,56.03,0.94,0.9,Normal,OK,OK,Normal
2025-04-02 09:27:55.907027,896.24,90.21,54.03,0.91,0.97,Normal,OK,OK,Normal
2025-04-02 09:27:56.907027,898.7,90.11,55.33,0.91,0.97,Normal,OK,OK,Normal
2025-04-02 09:27:57.907027,894.94,90.03,53.75,1.05,1.07,Normal,OK,OK,Normal
2025-04-02 09:27:58.907027,902.96,89.43,55.89,1.19,1.2,Normal,OK,OK,Normal
2025-04-02 09:27:59.907027,897.35,90.12,53.09,0.99,0.88,Normal,OK,OK,Normal
2025-04-02 09:28:00.907027,901.98,89.43,55.46,0.86,0.83,Normal,OK,OK,Normal
2025-04-02 09:28:01.907027,894.18,89.36,55.63,0.9,0.87,Normal,OK,OK,Normal
2025-04-02 09:28:02.907027,893.78,91.02,55.28,1.01,1.03,Normal,OK,OK,Normal
2025-04-02 09:28:03.907027,898.89,89.91,,0.94,0.95,Normal,OK,OK,Normal
2025-04-02 09:28:04.907027,893.49,89.3,55.41,1.29,1.26,Normal,OK,OK,Normal
2025-04-02 09:28:05.907027,906.39,90.99,54.95,1.13,1.16,Normal,OK,OK,Normal
2025-04-02 09:28:06.907027,893.96,90.27,55.38,1.0,,Normal,OK,OK,Normal
2025-04-02 09:28:07.907027,898.48,89.49,54.39,0.89,0.96,Normal,OK,OK,Normal
2025-04-02 09:28:08.907027,900.22,90.45,53.0,1.12,1.05,Normal,OK,OK,Normal
2025-04-02 09:28:09.907027,900.58,89.87,54.97,1.02,1.15,Normal,OK,OK,Normal
2025-04-02 09:28:10.907027,896.83,90.36,,1.06,1.05,Normal,OK,OK,Normal
2025-04-02 09:28:11.907027,897.94,89.49,55.87,1.07,0.99,Normal,OK,OK,Normal
2025-04-02 09:28:12.907027,900.44,90.04,54.66,0.95,1.02,Normal,OK,OK,Normal
2025-04-02 09:28:13.907027,905.04,90.48,53.96,0.98,1.08,Normal,OK,OK,Normal
2025-04-02 09:28:14.907027,903.34,90.75,,1.04,1.08,Normal,OK,OK,Normal
2025-04-02 09:28:15.907027,903.73,89.82,56.0,0.89,0.9,Normal,OK,OK,Normal
2025-04-02 09:28:16.907027,896.79,90.42,,0.87,0.91,Normal,OK,OK,Normal
2025-04-02 09:28:17.907027,894.46,90.32,54.3,0.99,1.02,Normal,OK,OK,Normal
2025-04-02 09:28:18.907027,901.41,89.6,54.13,1.09,1.03,Normal,OK,OK,Normal
2025-04-02 09:28:19.907027,896.52,90.01,55.01,1.09,1.04,Normal,OK,OK,Normal
2025-04-02 09:28:20.907027,,90.8,53.53,1.1,1.15,Normal,OK,OK,Normal
2025-04-02 09:28:21.907027,899.84,90.22,53.31,0.89,0.95,Normal,OK,OK,Normal
2025-04-02 09:28:22.907027,900.13,89.99,56.03,1.17,1.07,Normal,OK,OK,Normal
2025-04-02 09:28:23.907027,898.31,89.82,53.34,1.0,0.97,Normal,OK,OK,Normal
2025-04-02 09:28:24.907027,907.11,90.24,54.67,0.88,0.92,Normal,OK,OK,Normal
2025-04-02 09:28:25.907027,902.9,89.7,53.06,1.07,0.95,Normal,OK,OK,Normal
2025-04-02 09:28:26.907027,902.47,89.58,53.09,0.87,0.85,Normal,OK,OK,Normal
2025-04-02 09:28:27.907027,889.04,89.55,55.52,0.95,0.84,Normal,OK,OK,Normal
2025-04-02 09:28:28.907027,900.38,89.35,55.49,0.94,1.04,Normal,OK,OK,Normal
2025-04-02 09:28:29.907027,910.2,,53.88,0.72,0.75,Normal,OK,OK,Normal
2025-04-02 09:28:30.907027,897.4,89.66,55.02,1.18,1.11,Normal,OK,OK,Normal
2025-04-02 09:28:31.907027,898.71,89.11,54.22,1.01,1.04,Normal,OK,OK,Normal
2025-04-02 09:28:32.907027,901.17,89.62,54.03,1.12,1.1,Normal,OK,OK,Normal
2025-04-02 09:28:33.907027,906.2,,55.34,1.08,1.14,Normal,OK,OK,Normal
2025-04-02 09:28:34.907027,897.94,89.84,54.28,0.99,0.95,Normal,OK,OK,Normal
2025-04-02 09:28:35.907027,886.47,90.26,56.21,1.14,1.17,Normal,OK,OK,Normal
2025-04-02 09:28:36.907027,897.78,89.51,55.27,0.87,0.95,Normal,OK,OK,Normal
2025-04-02 09:28:37.907027,909.68,90.28,56.03,1.1,1.1,Normal,OK,OK,Normal
2025-04-02 09:28:38.907027,904.1,90.56,53.65,0.94,0.9,Normal,OK,OK,Normal
2025-04-02 09:28:39.907027,902.58,89.53,55.21,1.04,1.03,Normal,OK,OK,Normal
2025-04-02 09:28:40.907027,,90.16,54.91,1.08,1.03,Normal,OK,OK,Normal
2025-04-02 09:28:41.907027,900.19,89.8,55.09,1.21,1.12,Normal,OK,OK,Normal
2025-04-02 09:28:42.907027,895.8,89.76,55.17,1.09,1.03,Normal,OK,OK,Normal
2025-04-02 09:28:43.907027,900.41,91.28,55.04,1.01,1.05,Normal,OK,OK,Normal
2025-04-02 09:28:44.907027,905.01,89.96,55.13,1.14,1.1,Normal,OK,OK,Normal
2025-04-02 09:28:45.907027,897.03,90.03,55.27,0.99,0.86,Normal,OK,OK,Normal
2025-04-02 09:28:46.907027,891.54,89.59,52.5,1.17,1.18,Normal,OK,OK,Normal
2025-04-02 09:28:47.907027,897.48,90.1,54.22,0.88,0.97,Normal,OK,OK,Normal
2025-04-02 09:28:48.907027,904.39,89.94,54.8,1.22,1.2,Normal,OK,OK,Normal
2025-04-02 09:28:49.907027,901.19,89.49,54.45,1.01,0.99,Normal,OK,OK,Normal
2025-04-02 09:28:50.907027,900.32,90.3,55.05,0.82,0.85,Normal,OK,OK,Normal
2025-04-02 09:28:51.907027,906.6,90.04,55.07,0.86,0.87,Normal,OK,OK,Normal
2025-04-02 09:28:52.907027,909.06,89.98,53.51,0.95,0.93,Normal,OK,OK,Normal
2025-04-02 09:28:53.907027,895.22,89.19,56.02,0.99,1.03,Normal,OK,OK,Normal
2025-04-02 09:28:54.907027,907.4,,52.45,0.81,0.76,Normal,OK,OK,Normal
2025-04-02 09:28:55.907027,899.09,90.16,54.16,1.23,1.26,Normal,OK,OK,Normal
2025-04-02 09:28:56.907027,902.17,90.56,54.28,0.97,1.01,Normal,OK,OK,Normal
2025-04-02 09:28:57.907027,904.49,89.25,53.21,1.13,1.22,Normal,OK,OK,Normal
2025-04-02 09:28:58.907027,895.64,89.95,57.01,1.13,1.26,Normal,OK,OK,Normal
2025-04-02 09:28:59.907027,902.84,89.17,55.15,0.95,0.96,Normal,OK,OK,Normal
2025-04-02 09:29:00.907027,892.07,,56.28,1.02,1.09,Normal,OK,OK,Normal
2025-04-02 09:29:01.907027,903.81,90.39,54.3,0.94,0.97,Normal,OK,OK,Normal
2025-04-02 09:29:02.907027,890.54,91.31,55.34,1.02,0.92,Normal,OK,OK,Normal
2025-04-02 09:29:03.907027,906.47,89.64,54.76,0.95,0.98,Normal,OK,OK,Normal
2025-04-02 09:29:04.907027,897.09,90.31,55.61,0.95,0.96,Normal,OK,OK,Normal
2025-04-02 09:29:05.907027,905.05,90.07,54.59,0.93,0.82,Normal,OK,OK,Normal
2025-04-02 09:29:06.907027,910.77,89.04,54.08,0.91,0.91,Normal,OK,OK,Normal
2025-04-02 09:29:07.907027,895.49,90.23,56.03,1.11,1.05,Normal,OK,OK,Normal
2025-04-02 09:29:08.907027,890.02,89.35,55.87,1.07,1.11,Normal,OK,OK,Normal
2025-04-02 09:29:09.907027,891.15,89.76,54.79,1.04,0.98,Normal,OK,OK,Normal
2025-04-02 09:29:10.907027,903.62,,,1.16,1.13,Normal,OK,OK,Normal
2025-04-02 09:29:11.907027,895.85,89.95,,1.01,1.05,Normal,OK,OK,Normal
2025-04-02 09:29:12.907027,896.18,89.73,55.03,1.17,1.13,Normal,OK,OK,Normal
2025-04-02 09:29:13.907027,901.42,90.49,55.45,0.8,0.84,Normal,OK,OK,Normal
2025-04-02 09:29:14.907027,897.74,90.17,56.78,0.98,0.97,Normal,OK,OK,Normal
2025-04-02 09:29:15.907027,897.65,90.49,55.59,0.68,0.81,Normal,OK,OK,Normal
2025-04-02 09:29:16.907027,905.54,89.48,54.45,1.04,0.91,Normal,OK,OK,Normal
2025-04-02 09:29:17.907027,901.35,90.07,54.92,0.88,0.97,Normal,OK,OK,Normal
2025-04-02 09:29:18.907027,903.61,89.42,52.99,1.05,1.09,Normal,OK,OK,Normal
2025-04-02 09:29:19.907027,895.08,90.19,55.58,1.02,0.93,Normal,OK,OK,Normal
2025-04-02 09:29:20.907027,900.78,90.03,53.21,0.8,0.89,Normal,OK,OK,Normal
2025-04-02 09:29:21.907027,905.74,90.53,56.05,0.9,0.95,Normal,OK,OK,Normal
2025-04-02 09:29:22.907027,901.5,90.04,54.93,0.91,0.87,Normal,OK,OK,Normal
2025-04-02 09:29:23.907027,898.72,90.64,58.2,1.13,1.14,Normal,OK,OK,Normal
2025-04-02 09:29:24.907027,911.87,89.17,55.54,0.98,1.09,Normal,OK,OK,Normal
2025-04-02 09:29:25.907027,898.75,90.18,53.96,0.9,,Normal,OK,OK,Normal
2025-04-02 09:29:26.907027,896.51,90.03,53.15,1.01,0.99,Normal,OK,OK,Normal
2025-04-02 09:29:27.907027,903.54,89.6,55.87,0.92,0.86,Normal,OK,OK,Normal
2025-04-02 09:29:28.907027,913.04,90.45,56.97,0.86,1.05,Normal,OK,OK,Normal
2025-04-02 09:29:29.907027,900.32,89.94,54.27,1.04,1.06,Normal,OK,OK,Normal
2025-04-02 09:29:30.907027,909.29,89.95,52.38,1.12,1.19,Normal,OK,OK,Normal
2025-04-02 09:29:31.907027,898.32,90.42,55.64,1.09,1.12,Normal,OK,OK,Normal
2025-04-02 09:29:32.907027,893.48,90.07,53.64,1.18,1.09,Normal,OK,OK,Normal
2025-04-02 09:29:33.907027,896.42,89.76,56.61,0.77,0.86,Normal,OK,OK,Normal
2025-04-02 09:29:34.907027,898.13,90.6,55.48,1.01,1.13,Normal,OK,OK,Normal
2025-04-02 09:29:35.907027,901.75,89.73,54.8,1.08,0.99,Normal,OK,OK,Normal
2025-04-02 09:29:36.907027,896.36,89.61,55.48,0.98,1.01,Normal,OK,OK,Normal
2025-04-02 09:29:37.907027,897.92,89.66,55.22,0.9,0.86,Normal,OK,OK,Normal
2025-04-02 09:29:38.907027,896.17,89.94,55.34,0.94,0.85,Normal,OK,OK,Normal
2025-04-02 09:29:39.907027,900.59,89.89,54.15,1.09,1.03,Normal,OK,OK,Normal
2025-04-02 09:29:40.907027,900.35,89.84,55.32,0.97,1.02,Normal,OK,OK,Normal
2025-04-02 09:29:41.907027,898.59,90.41,53.32,0.94,1.02,Normal,OK,OK,Normal
2025-04-02 09:29:42.907027,901.01,90.05,55.11,0.99,1.15,Normal,OK,OK,Normal
2025-04-02 09:29:43.907027,894.62,89.18,54.69,1.19,1.18,Normal,OK,OK,Normal
2025-04-02 09:29:44.907027,900.53,89.97,53.86,0.94,0.87,Normal,OK,OK,Normal
2025-04-02 09:29:45.907027,902.25,89.89,54.27,1.0,0.99,Normal,OK,OK,Normal
2025-04-02 09:29:46.907027,908.33,89.39,55.79,,0.9,Normal,OK,OK,Normal
2025-04-02 09:29:47.907027,896.37,89.73,55.71,0.99,1.0,Normal,OK,OK,Normal
2025-04-02 09:29:48.907027,900.4,89.72,53.91,0.95,0.91,Normal,OK,OK,Normal
2025-04-02 09:29:49.907027,903.39,90.31,55.55,0.87,0.96,Normal,OK,OK,Normal
2025-04-02 09:29:50.907027,897.65,89.83,55.81,1.05,1.02,Normal,OK,OK,Normal
2025-04-02 09:29:51.907027,895.56,90.04,,0.99,1.05,Normal,OK,OK,Normal
2025-04-02 09:29:52.907027,905.57,90.22,54.68,1.23,1.09,Normal,OK,OK,Normal
2025-04-02 09:29:53.907027,902.78,89.11,56.07,1.24,1.12,Normal,OK,OK,Normal
2025-04-02 09:29:54.907027,903.07,89.94,54.51,0.95,0.92,Normal,OK,OK,Normal
2025-04-02 09:29:55.907027,892.51,90.06,55.7,0.82,0.87,Normal,OK,OK,Normal
2025-04-02 09:29:56.907027,905.09,89.59,53.85,0.92,0.95,Normal,OK,OK,Normal
2025-04-02 09:29:57.907027,896.61,90.0,54.95,0.93,0.86,Normal,OK,OK,Normal
2025-04-02 09:29:58.907027,906.96,90.03,54.27,0.74,0.87,Normal,OK,OK,Normal
2025-04-02 09:29:59.907027,897.0,90.03,55.55,1.05,1.01,Normal,OK,OK,Normal
2025-04-02 09:30:00.907027,901.02,90.84,,1.06,1.0,Normal,OK,OK,Normal
2025-04-02 09:30:01.907027,899.84,89.91,54.95,0.96,0.95,Normal,OK,OK,Normal
2025-04-02 09:30:02.907027,894.01,90.36,53.85,1.05,,Normal,OK,OK,Normal
2025-04-02 09:30:03.907027,900.26,89.46,54.81,1.09,1.11,Normal,OK,OK,Normal
2025-04-02 09:30:04.907027,902.05,89.59,53.92,1.03,0.94,Normal,OK,OK,Normal
2025-04-02 09:30:05.907027,895.6,89.57,56.08,0.94,0.96,Normal,OK,OK,Normal
2025-04-02 09:30:06.907027,897.86,89.45,55.73,0.99,1.03,Normal,OK,OK,Normal
2025-04-02 09:30:07.907027,897.16,90.85,55.32,1.05,1.07,Normal,OK,OK,Normal
2025-04-02 09:30:08.907027,895.47,90.02,54.43,1.16,1.1,Normal,OK,OK,Normal
2025-04-02 09:30:09.907027,896.6,89.01,54.84,1.02,0.98,Normal,OK,OK,Normal
2025-04-02 09:30:10.907027,909.25,91.15,55.39,1.08,0.95,Normal,OK,OK,Normal
2025-04-02 09:30:11.907027,895.24,90.07,56.42,,1.05,Normal,OK,OK,Normal
2025-04-02 09:30:12.907027,905.46,89.7,55.8,1.02,0.99,Normal,OK,OK,Normal
2025-04-02 09:30:13.907027,897.17,89.78,57.18,1.08,0.95,Normal,OK,OK,Normal
2025-04-02 09:30:14.907027,906.84,90.43,55.19,1.16,1.17,Normal,OK,OK,Normal
2025-04-02 09:30:15.907027,906.14,89.58,53.78,1.1,0.99,Normal,OK,OK,Normal
2025-04-02 09:30:16.907027,898.5,89.76,53.13,0.9,0.92,Normal,OK,OK,Normal
2025-04-02 09:30:17.907027,900.38,90.03,54.74,1.05,1.05,Normal,OK,OK,Normal
2025-04-02 09:30:18.907027,895.61,89.86,54.01,1.08,1.08,Normal,OK,OK,Normal
2025-04-02 09:30:19.907027,896.46,90.31,55.54,1.19,1.21,Normal,OK,OK,Normal
2025-04-02 09:30:20.907027,906.54,90.65,56.41,0.9,0.91,Normal,OK,OK,Normal
2025-04-02 09:30:21.907027,893.48,89.96,53.74,1.03,1.12,Normal,OK,OK,Normal
2025-04-02 09:30:22.907027,900.4,90.08,54.67,1.06,1.04,Normal,OK,OK,Normal
2025-04-02 09:30:23.907027,902.53,89.87,54.74,0.99,1.01,Normal,OK,OK,Normal
