P(Engine_Core_Health=Healthy),P(Engine_Core_Health=Degrading),P(Engine_Core_Health=Critical),Engine_Core_Health
0.9679005333388567,0.032099443644727936,2.3016415432529042e-08,Healthy
0.9813811676228017,0.018618830099278866,2.277919430516017e-09,Healthy
0.9587188234856074,0.04128114564236247,3.08720299794667e-08,Healthy
0.9527893824613106,0.047210586010770016,3.1527919439066516e-08,Healthy
0.9310694673441128,0.06893038173729935,1.509185878547543e-07,Healthy
0.9311076551070747,0.06889219622390755,1.4866901789637757e-07,Healthy
0.9154368719638447,0.0845629701513746,1.5788478077427577e-07,Healthy
0.9455633381312533,0.0544366253014185,3.6567328308206826e-08,Healthy
0.7144254997438008,0.2852688424009729,0.0003056578552263277,Healthy
0.733098039086336,0.2665963128072926,0.00030564810637140734,Healthy
0.705511095209185,0.2941832117058129,0.0003056930850020188,Healthy
0.9560976295974865,0.043902324739496325,4.566301723875933e-08,Healthy
0.9522003710016943,0.047799582007588125,4.699071746144222e-08,Healthy
0.9361471335189601,0.06385273547972195,1.3100131786823496e-07,Healthy
0.8667166120698733,0.13328239450818338,9.934219433319738e-07,Healthy
0.8232959527266589,0.1767028362243835,1.21104895753241e-06,Healthy
0.8665408304252482,0.13345808750629526,1.0820684565806723e-06,Healthy
0.9176939687207226,0.08230580316228632,2.2811699106274267e-07,Healthy
0.9685155410487956,0.03148444994566375,9.00554063721737e-09,Degrading
0.8885302169825517,0.11146817529453311,1.6077229151347156e-06,Degrading
0.8259585038190229,0.17403812845870978,3.367722267336834e-06,Degrading
0.8159495630754442,0.18404706767473342,3.369249822483517e-06,Degrading
0.851181556277744,0.14881650994939613,1.933772859875718e-06,Degrading
0.9146059338927461,0.08539388421389589,1.818933579438241e-07,Degrading
0.8974500525635621,0.10254971215104171,2.3528539611042804e-07,Degrading
0.7917267348475341,0.20825434536154208,1.8919790923860554e-05,Degrading
0.7267991623611278,0.27318073206020177,2.0105578670339827e-05,Degrading
0.73530940339423,0.2646705334018548,2.0063203915244815e-05,Degrading
0.8092061107164641,0.1907923956540278,1.4936295081209623e-06,Degrading
0.8480930172982482,0.1519063655485318,6.171532199957098e-07,Degrading
0.8450493379250599,0.1549500329184629,6.291564773259981e-07,Degrading
0.8806088832076475,0.1193905778792231,5.389131293427396e-07,Degrading
0.856249794153384,0.1437488552190117,1.350627604202981e-06,Degrading
0.7179930095230379,0.2819860773039069,2.0913173055178716e-05,Degrading
0.747730261162148,0.25224900815819107,2.0730679660885663e-05,Degrading
0.724334821538167,0.2756437375332481,2.1440928584938134e-05,Degrading
0.8554226236198171,0.14457545916062772,1.9172195550333065e-06,Degrading
0.7741352737972077,0.22585615087919134,8.575323600953615e-06,Degrading
0.6814921083627036,0.31845611812129526,5.177351600113532e-05,Degrading
0.5222816456385043,0.47762065244980234,9.770191169334828e-05,Degrading
0.46230907801750454,0.5375670760498813,0.00012384593261410425,Degrading
0.6049631812825811,0.39495787789026643,7.894082715245219e-05,Degrading
0.6578426316800364,0.3421151405706426,4.2227749320911994e-05,Degrading
0.7678812723262111,0.2321092082203543,9.519453434628762e-06,Degrading
0.6171263609617186,0.3828392363274032,3.4402710878274405e-05,Degrading
0.5962051061075896,0.40374851947019064,4.637442221984897e-05,Degrading
0.5514470051140076,0.4485062050832156,4.6789802776839736e-05,Degrading
0.5234874843842338,0.4762192988544938,0.00029321676127228534,Degrading
0.5252776227603323,0.4744345267713495,0.0002878504683181885,Degrading
0.5686679817591211,0.4310445731976979,0.00028744504318088286,Degrading
0.7162620859012144,0.28372117639013167,1.673770865392493e-05,Degrading
0.6138471370684534,0.3858519334250737,0.0003009295064728904,Degrading
0.4199801077463316,0.5793841377086602,0.000635754545008188,Degrading
0.39068079760948365,0.6086750086648761,0.0006441937256400897,Degrading
0.4857806793466534,0.513859981557791,0.0003593390955553553,Degrading
0.5639935103670557,0.435928002041617,7.8487591327114e-05,Degrading
0.4821944768974149,0.5176933540737179,0.0001121690288672078,Degrading
0.5016753807580331,0.4982174323707648,0.00010718687120204539,Degrading
0.34810450244957686,0.6412305038356098,0.010664993714813345,Degrading
0.39481238962419063,0.5945505514576216,0.010637058918187801,Degrading
0.3531227263667205,0.6362018847805436,0.010675388852735812,Degrading
0.6188506917151776,0.3810854997058781,6.38085789442752e-05,Degrading
0.6227026965499677,0.37724184729863536,5.5456151396903964e-05,Degrading
0.749389856791871,0.2506030157319641,7.127476164829018e-06,Degrading
0.5478407114435228,0.45173172224865904,0.0004275663078179848,Degrading
0.4366916309324713,0.562676221306584,0.0006321477609445839,Degrading
0.17196159525653465,0.7754068095356849,0.052631595207780456,Degrading
0.09428629981023727,0.7042490063246696,0.20146469386509294,Degrading
0.06627159347527527,0.7297104001793686,0.20401800634535594,Degrading
0.14386381694358932,0.70372608258294,0.1524101004734705,Degrading
0.14070911205013373,0.5812129047399085,0.2780779832099575,Degrading
0.178395531609895,0.5461409832581684,0.2754634851319364,Degrading
0.2208796560133068,0.5037679403121184,0.27535240367457464,Degrading
0.23326257410456305,0.7317930105045022,0.034944415390934694,Degrading
0.17609707443787156,0.785899780020483,0.03800314554164524,Degrading
0.05199030425189047,0.7746744529324193,0.17333524281569,Degrading
0.05306091640875423,0.784126040720403,0.1628130428708426,Degrading
0.03520043438932794,0.7623612468879872,0.20243831872268478,Degrading
0.10594274333924956,0.8265881159357825,0.06746914072496778,Critical
0.15448973222991044,0.8012218694259783,0.044288398344111114,Critical
0.288595294494425,0.7099195837661606,0.0014851217394142443,Critical
0.3887826720295637,0.6103670366704893,0.0008502912999468195,Critical
0.33493274938948825,0.5818790011060103,0.08318824950450131,Critical
0.3042914558305461,0.6124444784951774,0.08326406567427642,Critical
0.1282706903286393,0.47377779202214715,0.3979515176492134,Critical
0.13160941965770237,0.5152826185796336,0.3531079617626638,Critical
0.03184296336979149,0.5859679431342366,0.3821890934959717,Critical
0.03979657138011141,0.8361112504099587,0.12409217820992972,Critical
0.09332403195543419,0.8199039909931573,0.08677197705140842,Critical
0.08720328640831487,0.8206188777931267,0.09217783579855832,Critical
0.0791591314799103,0.5531239283781731,0.3677169401419164,Critical
0.02000807139274396,0.5158414475993909,0.464150481007865,Critical
0.031273492080784976,0.5259660732529761,0.4427604346662388,Critical
0.043619119372513226,0.8074536750734843,0.1489272055540023,Critical
0.03689590315968181,0.5791536563955627,0.3839504404447555,Critical
0.012808761483720376,0.32835874679533683,0.6588324917209426,Critical
0.0007738964703436235,0.08276749659723277,0.9164586069324234,Critical
0.0007729975865672159,0.08253267825193837,0.9166943241614942,Critical
0.0005176741909381693,0.06638485295707401,0.9330974728519875,Critical
0.00020482459586353683,0.029951525936378218,0.9698436494677581,Critical
0.00022006219422609314,0.03413523511107478,0.9656447026946989,Critical
0.0076853393546280685,0.24586209590467725,0.7464525647406944,Critical
0.007797616767535229,0.2608592020003788,0.7313431812320857,Critical
0.008211994603336383,0.2979836498477505,0.693804355548913,Critical
0.0005567859812680424,0.061628247074171895,0.9378149669445599,Critical
0.000444369009692937,0.04656607925962113,0.9529895517306857,Critical
1.3791237317431452e-05,0.004708952144506275,0.9952772566181761,Critical
1.900500940931518e-06,0.001279644798894663,0.9987184547001643,Critical
2.2712143073140462e-06,0.0014246679626321694,0.9985730608230604,Critical
2.1830347487191216e-06,0.0013340997181440345,0.998663717247107,Critical
2.83897064372533e-05,0.006899135050679958,0.9930724752428827,Critical
2.7108033968425155e-05,0.006179635268256924,0.9937932566977744,Critical
2.7193203973800265e-05,0.006269195234225284,0.9937036115618008,Critical
0.0001625371970475841,0.026160864308024934,0.9736765984949273,Critical
0.00016259389471577247,0.02623068857356456,0.9736067175317196,Critical
0.0001625654223785857,0.026210952873135823,0.9736264817044854,Critical
1.896423029205324e-07,0.00025520736019136623,0.9997446029975058,Critical
1.2090477650113487e-06,0.0008255964793303275,0.9991731944729046,Critical
1.2090477650113487e-06,0.0008255964793303275,0.9991731944729044,Critical
1.9627661568766244e-05,0.005775490181161411,0.9942048821572697,Critical
1.8551558438413014e-05,0.005135276796482714,0.9948461716450786,Critical
1.921735401423275e-05,0.0055818549529733155,0.9943989276930122,Critical
7.420425422894686e-07,0.0005621369856026085,0.999437120971855,Critical
7.420425422894686e-07,0.0005621369856026084,0.999437120971855,Critical
1.0177423957977441e-05,0.00365237306647144,0.9963374495095704,Critical
1.026259396335256e-05,0.0037419330324398,0.9962478043735966,Critical
1.026259396335256e-05,0.0037419330324397998,0.9962478043735966,Critical
1.047193036564703e-07,0.0001352945295407425,0.9998646007511555,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,Critical
7.62469664697353e-08,0.00011555882911200669,0.9998843649239214,Critical
7.624696646973529e-08,0.00011555882911200669,0.9998843649239214,Critical
7.624696646973528e-08,0.00011555882911200668,0.9998843649239214,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,Critical
0.33211520191781946,0.0012486341548470932,0.6666361639273332,Critical
0.6626504921302203,0.0040314258556792115,0.33331808201410024,Healthy
0.9937617519066961,0.00623824802637506,6.692859787100657e-11,Healthy
0.9937617519066961,0.006238248026375059,6.692859787100657e-11,Healthy
0.9953416440628166,0.0046583559168176525,2.0365726264787042e-11,Healthy
0.9947656744987415,0.005234325446953922,5.430431157199891e-11,Healthy
0.9947656744987415,0.005234325446953922,5.430431157199891e-11,Healthy
0.9916287313418398,0.008371268510673269,1.4748675007547676e-10,Healthy
0.99320862349796,0.00679137640111586,1.0092387846925722e-10,Healthy
0.99320862349796,0.006791376401115861,1.0092387846925721e-10,Healthy
0.9924796301598172,0.007520369546588773,2.9359380119084895e-10,Healthy
0.990899738003697,0.00910026165614618,3.4015667279706853e-10,Healthy
0.9893924150117166,0.010607584628417802,3.5986544669205315e-10,Healthy
0.9932583515067611,0.006741648419225542,7.401308546698351e-11,Healthy
0.9932583515067611,0.006741648419225542,7.401308546698351e-11,Healthy
0.9931857823426213,0.006814217556511328,1.0086718317821842e-10,Healthy
0.9916320375885394,0.008367962292199339,1.1926110998803914e-10,Healthy
0.9922080071526143,0.007791992762063069,8.532252468082728e-11,Healthy
0.9922080071526143,0.00779199276206307,8.532252468082728e-11,Healthy
0.9937617519066961,0.006238248026375059,6.692859787100655e-11,Healthy
0.9947656744987415,0.005234325446953922,5.430431157199888e-11,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,Healthy
0.9947656744987415,0.005234325446953921,5.430431157199888e-11,Healthy
0.9932119297446595,0.0067880701826419304,7.269823838181961e-11,Healthy
0.9932119297446595,0.0067880701826419304,7.269823838181961e-11,Healthy
0.99479182190078,0.005208178073084524,2.6135366775600082e-11,Healthy
0.9947656744987415,0.005234325446953921,5.430431157199888e-11,Healthy
0.9947656744987415,0.005234325446953921,5.430431157199888e-11,Healthy
0.9947656744987415,0.005234325446953921,5.430431157199888e-11,Healthy
0.9953416440628166,0.004658355916817652,2.0365726264786997e-11,Healthy
0.9940271026368533,0.005972897322302595,4.084398485666627e-11,Healthy
0.9940271026368533,0.005972897322302596,4.084398485666627e-11,Healthy
0.98992063293043,0.010079366646897557,4.226723822441064e-10,Healthy
0.9897278513644127,0.010272148213684234,4.219028975472118e-10,Healthy
0.9847898703801131,0.01521012836604337,1.2538432522930785e-09,Healthy
0.989900262678582,0.01009973646202727,8.593905686066309e-10,Healthy
0.9914075856705624,0.008592413489755648,8.396817947116462e-10,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,Healthy
0.9948382436628815,0.005161756309668134,2.7450213860764013e-11,Healthy
0.9932583515067611,0.006741648419225542,7.401308546698355e-11,Healthy
0.9916784593506408,0.008321540528782949,1.2057595707320308e-10,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,Healthy
0.9931857823426213,0.006814217556511328,1.0086718317821846e-10,Healthy
0.9947656744987415,0.005234325446953921,5.430431157199891e-11,Healthy
0.9948382436628815,0.005161756309668134,2.7450213860764013e-11,Healthy
0.9932583515067611,0.006741648419225542,7.401308546698355e-11,Healthy
0.9920820536846057,0.007917946227661577,8.773246895385906e-11,Healthy
0.9935893766765861,0.006410623255389956,6.802369505887445e-11,Healthy
0.9901637411904648,0.009836258368656299,4.4087882834249563e-10,Healthy
0.9874741025175755,0.01252589676941252,7.130118060806897e-10,Healthy
0.9874741025175755,0.012525896769412521,7.130118060806897e-10,Healthy
0.9870843609427963,0.012915638277006277,7.801973800829888e-10,Healthy
0.9893704052817204,0.010629594177371427,5.409078904641388e-10,Healthy
0.9893704052817204,0.010629594177371427,5.409078904641388e-10,Healthy
0.9935893766765861,0.0064106232553899556,6.802369505887445e-11,Healthy
0.9951692688327064,0.004830731145832548,2.146082345265491e-11,Healthy
0.9918218948057994,0.00817810508994818,1.0425229428164208e-10,Healthy
0.9914183004718344,0.008581699391069552,1.370957824009861e-10,Healthy
0.9914183004718344,0.008581699391069552,1.370957824009861e-10,Healthy
0.9947656744987415,0.00523432544695392,5.430431157199891e-11,Healthy
0.9947656744987415,0.00523432544695392,5.430431157199891e-11,Healthy
0.9947656744987415,0.00523432544695392,5.430431157199891e-11,Healthy
0.9947656744987415,0.00523432544695392,5.430431157199891e-11,Healthy
0.992234546119696,0.007765453618034601,2.6226922797660393e-10,Healthy
0.9838297105427919,0.01617028769787819,1.7593297393646296e-09,Healthy
0.9795730511748789,0.020426946759372084,2.0657487886378436e-09,Healthy
0.9794274123421318,0.020572585540227884,2.117640049900233e-09,Healthy
0.9803105417655876,0.01968945484898817,3.3854240869233053e-09,Healthy
0.9829873089773802,0.017012687897051685,3.125567909256311e-09,Healthy
0.9829873089773802,0.017012687897051685,3.125567909256311e-09,Healthy
0.9905090151308286,0.009490984508447814,3.6072336084521253e-10,Healthy
0.992088907286949,0.007911092398890407,3.1416048923899295e-10,Healthy
0.9947656744987415,0.005234325446953921,5.430431157199836e-11,Healthy
0.9897601468564998,0.01023985266977767,4.737223164618391e-10,Healthy
0.9805389364593675,0.019461060524077006,3.016555351978629e-09,Healthy
0.9809425307933323,0.01905746622295563,2.9837118638592854e-09,Healthy
0.9859480584355741,0.014051939000131887,2.5642938589694445e-09,Healthy
0.9941653462406611,0.005834653725253686,3.408510975166202e-11,Healthy
0.9953416440628166,0.00465835591681765,2.036572626478649e-11,Healthy
0.9953416440628166,0.00465835591681765,2.036572626478649e-11,Healthy
0.9952335473241773,0.004766452657102312,1.8720147303885987e-11,Healthy
0.9911225267890115,0.0088774729377404,2.732479353147105e-10,Healthy
0.9901186041969661,0.009881395517161537,2.858722216137182e-10,Healthy
0.9897233005356701,0.01027669916972736,2.9460228817059563e-10,Healthy
0.9922544289147157,0.007745570998646677,8.663737176599065e-11,Healthy
0.9922544289147158,0.007745570998646679,8.663737176599065e-11,Healthy
0.9921818597505759,0.007818140135932464,1.1349146947722556e-10,Healthy
0.988536077560342,0.011463922153370982,2.8628684580626014e-10,Healthy
0.9879862553983054,0.012013744309637855,2.920564863170732e-10,Healthy
0.984560619912184,0.015439379422904196,6.649116196006944e-10,Healthy
0.9887823716664927,0.011217627875329409,4.58177657964448e-10,Healthy
0.9887562242644545,0.011243775249198807,4.863466027608467e-10,Healthy
0.9895050925387833,0.010494907087868951,3.7334764714422013e-10,Healthy
0.9889291229747084,0.011070876618005219,4.07286232451432e-10,Healthy
0.9905090151308286,0.00949098450844781,3.607233608452124e-10,Healthy
0.9937617519066961,0.006238248026375057,6.692859787100603e-11,Healthy
0.9937617519066961,0.006238248026375057,6.692859787100603e-11,Healthy
0.9922544289147157,0.007745570998646677,8.663737176599065e-11,Healthy
0.9916784593506408,0.008321540528782949,1.2057595707320254e-10,Healthy
0.9842485494894374,0.015751449491968123,1.0185943418572008e-09,Healthy
0.9773510369045136,0.022648960599540094,2.495946079350242e-09,Healthy
0.978930929060634,0.021069068489982686,2.449383207744022e-09,Healthy
0.9863608389218373,0.013639159526797508,1.551364822960024e-09,Healthy
0.9906546539635758,0.009345345727592007,3.088320995828229e-10,Healthy
0.9863979945956628,0.0136020047890859,6.15251148856037e-10,Healthy
0.9864705637598026,0.013529435651800112,5.883970511448021e-10,Healthy
0.9777883799841249,0.022211615617060736,4.3988141656732e-09,Healthy
0.9809330200213534,0.019066975875272642,4.103373823738093e-09,Healthy
0.9778707049879379,0.022129290494083315,4.5179785603728524e-09,Healthy
0.9819996260448315,0.018000371703051347,2.2521169086658643e-09,Healthy
0.9814317061054315,0.018568291630155404,2.2644129201173197e-09,Healthy
0.9860013441308273,0.013998654039073107,1.8300994095875756e-09,Healthy
0.9931583043927968,0.006841695556477984,5.0724932650325666e-11,Healthy
0.9948382436628815,0.0051617563096681305,2.7450213860763463e-11,Healthy
0.9902686056374858,0.009731393900750424,4.617637243905073e-10,Healthy
0.9901960364733458,0.009803963038036212,4.886178221017421e-10,Healthy
0.9453527077410051,0.054646995150214706,2.9710877990242134e-07,Healthy
0.9489184231743556,0.05108128013855356,2.966870906781906e-07,Healthy
0.9489184231743556,0.05108128013855356,2.966870906781906e-07,Healthy
0.9804746694281219,0.01952532636539837,4.20647953564606e-09,Healthy
0.9777436265831309,0.022256369094750362,4.322118637947502e-09,Healthy
0.9777436265831309,0.022256369094750362,4.322118637947502e-09,Healthy
0.9898544112395496,0.010145588564163087,1.962870836593243e-10,Healthy
0.9890197386511903,0.010980260846472252,5.023372055886182e-10,Healthy
0.9892850893813474,0.010714910142399788,4.76252592574278e-10,Healthy
0.9865954507084583,0.013404548543156014,7.483855703124721e-10,Healthy
0.98276025315695,0.017239745031917306,1.8111325711707536e-09,Healthy
0.9823948553128284,0.01760514287324222,1.813929031368437e-09,Healthy
0.9823948553128287,0.017605142873242215,1.813929031368437e-09,Healthy
0.9885575565507323,0.011442443047917467,4.0135001770739754e-10,Healthy
0.9793975865057134,0.020602410491433756,3.0028526947570963e-09,Healthy
0.9788127471552063,0.021187249967850486,2.87694298780993e-09,Healthy
0.9756596122771857,0.024340384443749155,3.2790650689750828e-09,Healthy
0.9864995215922892,0.013500477753423014,6.542876731358218e-10,Healthy
0.9864995215922892,0.013500477753423014,6.542876731358218e-10,Healthy
0.9868892631670686,0.013110736245829256,5.871020991335226e-10,Healthy
0.9798478662986404,0.02015213261795109,1.0834082903819977e-09,Healthy
0.953060156646099,0.046939721102003985,1.2225189680951113e-07,Healthy
0.9452752169603204,0.054724655752701724,1.2728697781817765e-07,Healthy
0.9512045944980638,0.048795278700285695,1.2680165033426726e-07,Healthy
0.9724476540686409,0.027552338004717198,7.926641859487326e-09,Healthy
0.9836582292405409,0.016341768240753115,2.5187057175372e-09,Healthy
0.9797647209289838,0.02023527614387106,2.927145015088934e-09,Healthy
0.980750344839176,0.019249653742520256,1.4183035728520577e-09,Healthy
0.957031215632754,0.042968753026262234,3.134098370709487e-08,Healthy
0.9577800839070827,0.04221988486493237,3.122798475147825e-08,Healthy
0.9564040704387425,0.04359589798946212,3.1571795091855076e-08,Healthy
0.9805267939791297,0.01947320440459876,1.6162714694929112e-09,Healthy
0.9762095601381194,0.02379043778550353,2.0763769591663826e-09,Healthy
0.982621539872163,0.017378459225795704,9.020410024806396e-10,Healthy
0.807822162111798,0.19211504499013118,6.279289807069121e-05,Healthy
0.7899102174987217,0.21002696414865904,6.281835261897217e-05,Healthy
0.7897730327151761,0.21016414879173262,6.28184930911201e-05,Healthy
0.9657487082976967,0.034251265218961116,2.6483342047878835e-08,Healthy
0.9025351278564581,0.0974628560817225,2.0160618192966633e-06,Healthy
0.8762172471840989,0.12378068509138385,2.0677245172013215e-06,Healthy
0.8369220495329222,0.16307570584298922,2.2446240884713283e-06,Healthy
0.8745554158756065,0.12544417575944855,4.083649447606134e-07,Healthy
0.8806133865421041,0.11938620523959047,4.0821830511509984e-07,Healthy
0.898216509019178,0.10178324123964132,2.497411804824711e-07,Healthy
0.9189526499446717,0.08104717785382426,1.7220150375133706e-07,Healthy
0.9238812863553156,0.07611858499339752,1.2865128662703018e-07,Healthy
0.9353919246800136,0.06460796278361379,1.1253637241230551e-07,Healthy
0.9129435466219183,0.0870562208049042,2.325731771615061e-07,Healthy
0.8861165786234358,0.11388303735508391,3.840214799548676e-07,Healthy
0.8650329555522287,0.13496659659041274,4.4785735839754384e-07,Degrading
0.9076767059729821,0.09232306712845027,2.2689856755213715e-07,Degrading
0.924551542683891,0.07544832261786348,1.3469824541177275e-07,Degrading
0.9451303272971397,0.05486960130630433,7.139655573608508e-08,Degrading
0.9362706162101314,0.06372930166655494,8.212331345466064e-08,Degrading
0.9468988914380324,0.0531010782510474,3.031091987722895e-08,Degrading
0.9150574477782653,0.08494233680464257,2.1541709199419906e-07,Degrading
0.9078573494715002,0.09214241497084735,2.355576522646023e-07,Degrading
0.9212282304445352,0.07877154916716485,2.2038829984508017e-07,Degrading
0.9128043580011554,0.0871952647336448,3.7726519952486126e-07,Degrading
0.9138218374096662,0.0861778015454181,3.6104491550505096e-07,Degrading
0.9078379562074055,0.09216167589748354,3.6789511086950643e-07,Degrading
0.8447767655189616,0.15521606823503464,7.166246003568321e-06,Degrading
0.8693737419805055,0.13061910745270527,7.150566788940127e-06,Degrading
0.847620581860633,0.15237222807462994,7.1900647368478384e-06,Degrading
0.9138715862200332,0.08612824342963088,1.7035033594021865e-07,Degrading
0.8497762802990353,0.15022278855288437,9.311480802729591e-07,Degrading
0.8713278721405803,0.1286712405064101,8.873530094221404e-07,Degrading
0.8595702261384934,0.14042872234238155,1.0515191249583167e-06,Degrading
0.7787367059351995,0.22125726028321702,6.033781583334143e-06,Degrading
0.7691373214331131,0.2308566344214925,6.04414539440936e-06,Degrading
0.8033262018054469,0.1966680084448987,5.789749654214084e-06,Degrading
0.9100605704178667,0.08993929648598037,1.3309615279529936e-07,Degrading
0.8763845854163593,0.1236148528088667,5.617747738080222e-07,Degrading
0.8055959965231247,0.19440178596282023,2.2175140547842952e-06,Degrading
0.7671986379397088,0.23279805779113996,3.3042691510547906e-06,Degrading
0.5583682438248747,0.4406277506593906,0.0010040055157344897,Degrading
0.5771716574883061,0.4218246781182944,0.0010036643933993966,Degrading
0.4251584853287133,0.5735145277444033,0.0013269869268831844,Degrading
0.6545600434564832,0.34511407736701605,0.00032587917650058075,Degrading
0.6280894609160066,0.371574914684049,0.00033562439994412304,Degrading
0.703192281743009,0.2967791211903963,2.8597066594597943e-05,Degrading
0.5257174935502454,0.47419005582406343,9.245062569090615e-05,Degrading
0.5899046906617958,0.41001366512745135,8.164421075271554e-05,Degrading
0.4683566415785614,0.5300952141803283,0.0015481442411101798,Degrading
0.47228178187936276,0.5260976237643348,0.0016205943563023372,Degrading
0.43010759144262184,0.5682697710560567,0.0016226375013211872,Degrading
0.4848066590868901,0.5149650929523742,0.00022824796073532072,Degrading
0.6717186716265998,0.3281894117523153,9.191662108454852e-05,Degrading
0.709479268154669,0.29043103131632764,8.970052900307284e-05,Degrading
0.6320791559695113,0.3641856270937005,0.0037352169367879866,Degrading
0.5651029692137803,0.43116126287444634,0.0037357679117730846,Degrading
0.4729915681875583,0.5232622214396526,0.003746210372788869,Degrading
0.5001904249279,0.49937531949594577,0.00043425557615397466,Degrading
0.4056126768914982,0.5939192274000734,0.00046809570842809675,Degrading
0.29396358278243917,0.7050429788061529,0.000993438411407449,Degrading
0.5238286686668269,0.4756009634467879,0.0005703678863848103,Degrading
0.39407287380383277,0.5905069376126416,0.015420188583525207,Degrading
0.4199150258528572,0.5651111055393948,0.014973868607747633,Degrading
0.20388124965771978,0.7805629829354138,0.015555767406866053,Degrading
0.18430793845115767,0.5191725577517495,0.2965195037970925,Degrading
0.0780671853625356,0.47906086419172517,0.44287195044573885,Degrading
