Timestamp,EGT_C,N2_PctRPM,OilPressure_PSI,Vib1_IPS,Vib2_IPS,Engine_Fault_State,EGT_Sensor_Health,Vibration_Sensor_Health,Scenario
2025-04-04 09:51:33.757121,902.45,90.09,55.18,0.8,0.84,Normal,OK,OK,Normal
2025-04-04 09:51:34.757121,893.59,90.51,54.07,0.95,0.98,Normal,OK,OK,Normal
2025-04-04 09:51:35.757121,908.85,89.29,53.83,0.96,1.06,Normal,OK,OK,Normal
2025-04-04 09:51:36.757121,902.35,89.92,55.09,0.97,1.02,Normal,OK,OK,Normal
2025-04-04 09:51:37.757121,897.18,90.3,56.3,0.85,0.8,Normal,OK,OK,Normal
2025-04-04 09:51:38.757121,894.79,89.39,53.8,0.77,0.72,Normal,OK,OK,Normal
2025-04-04 09:51:39.757121,893.97,90.47,55.37,1.2,1.05,Normal,OK,OK,Normal
2025-04-04 09:51:40.757121,897.84,90.11,54.44,1.08,0.99,Normal,OK,OK,Normal
2025-04-04 09:51:41.757121,902.89,90.04,55.17,1.04,1.01,Normal,OK,OK,Normal
2025-04-04 09:51:42.757121,906.94,89.14,54.09,1.31,1.18,Normal,OK,OK,Normal
2025-04-04 09:51:43.757121,899.89,89.58,57.12,1.12,1.18,Normal,OK,OK,Normal
2025-04-04 09:51:44.757121,903.14,89.95,56.5,0.87,0.92,Normal,OK,OK,Normal
2025-04-04 09:51:45.757121,899.14,90.63,56.86,0.82,0.88,Normal,OK,OK,Normal
2025-04-04 09:51:46.757121,901.66,89.72,56.21,1.11,1.06,Normal,OK,OK,Normal
2025-04-04 09:51:47.757121,895.68,89.19,55.17,0.91,0.98,Normal,OK,OK,Normal
2025-04-04 09:51:48.757121,907.66,89.84,53.41,0.89,0.82,Normal,OK,OK,Normal
2025-04-04 09:51:49.757121,905.7,90.06,56.67,0.88,0.82,Normal,OK,OK,Normal
2025-04-04 09:51:50.757121,896.18,90.02,56.34,1.14,1.21,Normal,OK,OK,Normal
2025-04-04 09:51:51.757121,902.55,90.23,55.24,0.93,0.99,Normal,OK,OK,Normal
2025-04-04 09:51:52.757121,897.05,89.7,52.81,0.92,1.07,Normal,OK,OK,Normal
2025-04-04 09:51:53.757121,900.27,90.63,54.12,0.97,0.95,Normal,OK,OK,Normal
2025-04-04 09:51:54.757121,899.57,89.89,56.82,1.07,1.06,Normal,OK,OK,Normal
2025-04-04 09:51:55.757121,892.49,90.16,54.86,1.26,1.11,Normal,OK,OK,Normal
2025-04-04 09:51:56.757121,893.77,89.59,57.27,1.09,1.01,Normal,OK,OK,Normal
2025-04-04 09:51:57.757121,903.94,90.12,55.54,0.94,0.81,Normal,OK,OK,Normal
2025-04-04 09:51:58.757121,890.01,90.05,57.15,0.99,1.13,Normal,OK,OK,Normal
2025-04-04 09:51:59.757121,893.79,90.2,55.58,1.11,1.18,Normal,OK,OK,Normal
2025-04-04 09:52:00.757121,905.61,90.51,56.49,0.78,0.79,Normal,OK,OK,Normal
2025-04-04 09:52:01.757121,905.65,,55.3,1.02,1.03,Normal,OK,OK,Normal
2025-04-04 09:52:02.757121,902.75,90.04,55.04,0.94,0.97,Normal,OK,OK,Normal
2025-04-04 09:52:03.757121,897.26,89.99,54.46,1.2,1.23,Normal,OK,OK,Normal
2025-04-04 09:52:04.757121,901.11,89.65,55.3,1.01,0.9,Normal,OK,OK,Normal
2025-04-04 09:52:05.757121,904.86,89.59,56.97,,1.0,Normal,OK,OK,Normal
2025-04-04 09:52:06.757121,899.27,90.33,56.98,0.95,1.0,Normal,OK,OK,Normal
2025-04-04 09:52:07.757121,897.14,90.03,55.33,1.08,1.07,Normal,OK,OK,Normal
2025-04-04 09:52:08.757121,907.55,90.12,56.15,0.89,0.98,Normal,OK,OK,Normal
2025-04-04 09:52:09.757121,901.16,89.3,54.68,0.97,1.07,Normal,OK,OK,Normal
2025-04-04 09:52:10.757121,901.01,89.99,55.59,0.82,0.87,Normal,OK,OK,Normal
2025-04-04 09:52:11.757121,899.3,90.3,56.13,0.96,1.02,Normal,OK,OK,Normal
2025-04-04 09:52:12.757121,891.95,89.23,53.31,1.07,1.08,Normal,OK,OK,Normal
2025-04-04 09:52:13.757121,906.27,89.68,57.19,1.05,1.06,Normal,OK,OK,Normal
2025-04-04 09:52:14.757121,898.6,89.16,52.94,1.08,1.04,Normal,OK,OK,Normal
2025-04-04 09:52:15.757121,898.87,90.11,55.26,1.07,1.08,Normal,OK,OK,Normal
2025-04-04 09:52:16.757121,901.73,90.18,56.87,0.98,0.99,Normal,OK,OK,Normal
2025-04-04 09:52:17.757121,897.31,89.55,,0.97,1.0,Normal,OK,OK,Normal
2025-04-04 09:52:18.757121,895.62,90.1,55.01,0.97,1.04,Normal,OK,OK,Normal
2025-04-04 09:52:19.757121,901.58,90.25,54.78,0.7,0.72,Normal,OK,OK,Normal
2025-04-04 09:52:20.757121,906.27,89.29,57.49,1.07,1.0,Normal,OK,OK,Normal
2025-04-04 09:52:21.757121,901.44,90.05,54.25,1.05,0.99,Normal,OK,OK,Normal
2025-04-04 09:52:22.757121,903.46,89.89,54.34,0.98,1.07,Normal,OK,OK,Normal
2025-04-04 09:52:23.757121,902.14,90.69,54.27,1.02,1.03,Normal,OK,OK,Normal
2025-04-04 09:52:24.757121,890.69,89.76,53.97,1.01,0.95,Normal,OK,OK,Normal
2025-04-04 09:52:25.757121,899.82,,53.55,1.09,1.11,Normal,OK,OK,Normal
2025-04-04 09:52:26.757121,895.65,89.46,55.06,1.12,1.14,Normal,OK,OK,Normal
2025-04-04 09:52:27.757121,898.84,90.14,55.4,0.84,0.96,Normal,OK,OK,Normal
2025-04-04 09:52:28.757121,901.48,89.47,53.78,0.98,0.99,Normal,OK,OK,Normal
2025-04-04 09:52:29.757121,903.82,90.02,56.34,0.92,0.97,Normal,OK,OK,Normal
2025-04-04 09:52:30.757121,897.14,90.32,54.55,1.03,1.06,Normal,OK,OK,Normal
2025-04-04 09:52:31.757121,903.64,89.87,55.24,1.06,1.13,Normal,OK,OK,Normal
2025-04-04 09:52:32.757121,905.78,90.3,55.23,1.02,0.97,Normal,OK,OK,Normal
2025-04-04 09:52:33.757121,888.75,88.87,53.66,1.26,1.22,Normal,OK,OK,Normal
2025-04-04 09:52:34.757121,911.09,89.47,55.55,0.93,0.89,Normal,OK,OK,Normal
2025-04-04 09:52:35.757121,891.8,89.77,54.44,0.98,0.89,Normal,OK,OK,Normal
2025-04-04 09:52:36.757121,890.74,90.29,53.19,1.07,0.93,Normal,OK,OK,Normal
2025-04-04 09:52:37.757121,904.01,,53.79,,1.1,Normal,OK,OK,Normal
2025-04-04 09:52:38.757121,901.91,89.61,55.24,0.95,0.98,Normal,OK,OK,Normal
2025-04-04 09:52:39.757121,897.88,89.92,57.22,0.78,0.79,Normal,OK,OK,Normal
2025-04-04 09:52:40.757121,900.67,89.01,56.56,1.03,1.0,Normal,OK,OK,Normal
2025-04-04 09:52:41.757121,893.9,89.93,54.2,1.01,0.94,Normal,OK,OK,Normal
2025-04-04 09:52:42.757121,895.46,90.57,53.31,0.83,0.86,Normal,OK,OK,Normal
2025-04-04 09:52:43.757121,898.24,89.89,55.49,1.16,1.0,Normal,OK,OK,Normal
2025-04-04 09:52:44.757121,887.64,90.24,54.92,1.06,0.99,Normal,OK,OK,Normal
2025-04-04 09:52:45.757121,896.54,89.64,55.29,0.91,0.93,Normal,OK,OK,Normal
2025-04-04 09:52:46.757121,907.73,90.58,54.31,1.11,1.17,Normal,OK,OK,Normal
2025-04-04 09:52:47.757121,893.8,90.69,57.04,1.13,1.08,Normal,OK,OK,Normal
2025-04-04 09:52:48.757121,894.2,90.71,55.86,0.93,0.84,Normal,OK,OK,Normal
2025-04-04 09:52:49.757121,903.23,90.69,56.09,1.03,0.98,Normal,OK,OK,Normal
2025-04-04 09:52:50.757121,910.08,90.74,54.35,1.06,1.14,Normal,OK,OK,Normal
2025-04-04 09:52:51.757121,901.99,,52.6,0.93,0.89,Normal,OK,OK,Normal
2025-04-04 09:52:52.757121,899.56,91.31,55.08,1.1,0.96,Normal,OK,OK,Normal
2025-04-04 09:52:53.757121,912.3,88.87,54.27,0.88,1.06,Normal,OK,OK,Normal
2025-04-04 09:52:54.757121,896.48,90.93,55.42,0.82,0.86,Normal,OK,OK,Normal
2025-04-04 09:52:55.757121,898.3,89.71,56.14,0.97,0.93,Normal,OK,OK,Normal
2025-04-04 09:52:56.757121,896.31,89.89,55.01,,1.01,Normal,OK,OK,Normal
2025-04-04 09:52:57.757121,900.12,89.88,56.06,0.86,0.93,Normal,OK,OK,Normal
2025-04-04 09:52:58.757121,893.9,90.74,56.09,1.23,1.24,Normal,OK,OK,Normal
2025-04-04 09:52:59.757121,899.85,90.0,54.97,0.94,1.0,Normal,OK,OK,Normal
2025-04-04 09:53:00.757121,893.75,90.06,54.58,0.93,0.99,Normal,OK,OK,Normal
2025-04-04 09:53:01.757121,905.31,89.19,56.17,1.04,1.14,Normal,OK,OK,Normal
2025-04-04 09:53:02.757121,897.32,90.33,55.71,1.25,1.11,Normal,OK,OK,Normal
2025-04-04 09:53:03.757121,905.36,89.5,55.28,0.74,0.72,Normal,OK,OK,Normal
2025-04-04 09:53:04.757121,893.82,90.78,55.66,1.03,1.03,Normal,OK,OK,Normal
2025-04-04 09:53:05.757121,897.69,91.12,55.6,0.87,0.89,Normal,OK,OK,Normal
2025-04-04 09:53:06.757121,902.25,89.66,54.66,0.93,1.06,Normal,OK,OK,Normal
2025-04-04 09:53:07.757121,898.46,89.14,56.59,0.96,0.96,Normal,OK,OK,Normal
2025-04-04 09:53:08.757121,892.56,90.67,55.73,0.91,0.91,Normal,OK,OK,Normal
2025-04-04 09:53:09.757121,901.62,89.23,52.13,0.81,0.87,Normal,OK,OK,Normal
2025-04-04 09:53:10.757121,899.42,89.77,55.19,0.9,0.93,Normal,OK,OK,Normal
2025-04-04 09:53:11.757121,900.67,90.37,54.8,1.15,1.12,Normal,OK,OK,Normal
2025-04-04 09:53:12.757121,907.25,89.76,56.01,1.12,1.13,Normal,OK,OK,Normal
2025-04-04 09:53:13.757121,901.01,89.72,56.21,1.05,1.14,Normal,OK,OK,Normal
2025-04-04 09:53:14.757121,902.03,90.13,53.54,0.91,0.92,Normal,OK,OK,Normal
2025-04-04 09:53:15.757121,901.18,,55.27,0.77,0.85,Normal,OK,OK,Normal
2025-04-04 09:53:16.757121,898.99,89.63,54.72,,1.08,Normal,OK,OK,Normal
2025-04-04 09:53:17.757121,895.0,91.38,55.07,0.92,1.0,Normal,OK,OK,Normal
2025-04-04 09:53:18.757121,899.57,90.02,53.68,0.9,0.83,Normal,OK,OK,Normal
2025-04-04 09:53:19.757121,902.48,90.06,54.44,1.05,,Normal,OK,OK,Normal
2025-04-04 09:53:20.757121,903.51,90.31,55.64,0.99,,Normal,OK,OK,Normal
2025-04-04 09:53:21.757121,906.77,89.5,55.7,0.96,0.95,Normal,OK,OK,Normal
2025-04-04 09:53:22.757121,909.44,90.05,56.28,0.76,0.79,Normal,OK,OK,Normal
2025-04-04 09:53:23.757121,898.21,89.99,55.05,1.12,1.13,Normal,OK,OK,Normal
2025-04-04 09:53:24.757121,901.49,90.24,54.17,0.98,1.0,Normal,OK,OK,Normal
2025-04-04 09:53:25.757121,906.42,90.66,54.55,0.88,1.05,Normal,OK,OK,Normal
2025-04-04 09:53:26.757121,893.38,90.36,53.92,1.1,1.17,Normal,OK,OK,Normal
2025-04-04 09:53:27.757121,902.12,90.11,56.02,0.92,1.11,Normal,OK,OK,Normal
2025-04-04 09:53:28.757121,894.6,90.12,54.73,0.91,0.95,Normal,OK,OK,Normal
2025-04-04 09:53:29.757121,904.48,89.57,55.69,0.98,0.99,Normal,OK,OK,Normal
2025-04-04 09:53:30.757121,900.85,89.82,55.8,0.92,1.01,Normal,OK,OK,Normal
2025-04-04 09:53:31.757121,898.52,90.08,55.4,0.9,0.87,Normal,OK,OK,Normal
2025-04-04 09:53:32.757121,897.0,89.84,54.54,0.77,0.71,Normal,OK,OK,Normal
2025-04-04 09:53:33.757121,896.82,89.91,55.01,1.03,1.03,Normal,OK,OK,Normal
2025-04-04 09:53:34.757121,901.88,90.0,53.32,1.24,,Normal,OK,OK,Normal
2025-04-04 09:53:35.757121,888.81,89.78,54.05,0.91,0.94,Normal,OK,OK,Normal
2025-04-04 09:53:36.757121,895.82,90.53,54.52,1.05,1.04,Normal,OK,OK,Normal
2025-04-04 09:53:37.757121,903.34,90.25,55.15,1.06,1.1,Normal,OK,OK,Normal
2025-04-04 09:53:38.757121,911.01,89.43,54.42,0.61,0.64,Normal,OK,OK,Normal
2025-04-04 09:53:39.757121,899.45,89.2,55.57,0.94,0.88,Normal,OK,OK,Normal
2025-04-04 09:53:40.757121,896.51,90.32,55.01,0.89,0.96,Normal,OK,OK,Normal
2025-04-04 09:53:41.757121,904.06,89.43,54.98,0.76,0.81,Normal,OK,OK,Normal
2025-04-04 09:53:42.757121,896.31,89.41,53.14,1.03,1.06,Normal,OK,OK,Normal
2025-04-04 09:53:43.757121,898.51,89.67,54.63,1.03,1.05,Normal,OK,OK,Normal
2025-04-04 09:53:44.757121,904.81,89.99,54.0,0.98,0.89,Normal,OK,OK,Normal
2025-04-04 09:53:45.757121,900.27,90.27,55.72,0.83,0.97,Normal,OK,OK,Normal
2025-04-04 09:53:46.757121,900.57,90.39,54.64,1.02,1.03,Normal,OK,OK,Normal
2025-04-04 09:53:47.757121,902.03,89.46,53.24,1.14,1.11,Normal,OK,OK,Normal
2025-04-04 09:53:48.757121,897.12,90.31,56.61,1.03,1.05,Normal,OK,OK,Normal
2025-04-04 09:53:49.757121,897.38,89.06,54.72,1.17,1.16,Normal,OK,OK,Normal
2025-04-04 09:53:50.757121,902.11,90.52,56.49,0.77,0.85,Normal,OK,OK,Normal
2025-04-04 09:53:51.757121,903.08,90.32,53.84,1.04,0.98,Normal,OK,OK,Normal
2025-04-04 09:53:52.757121,904.37,90.06,54.91,1.04,1.05,Normal,OK,OK,Normal
2025-04-04 09:53:53.757121,903.71,89.99,52.74,0.68,0.67,Normal,OK,OK,Normal
2025-04-04 09:53:54.757121,898.08,89.95,55.65,1.01,1.0,Normal,OK,OK,Normal
2025-04-04 09:53:55.757121,,90.63,55.03,0.89,0.82,Normal,OK,OK,Normal
2025-04-04 09:53:56.757121,896.07,90.37,54.85,1.0,0.93,Normal,OK,OK,Normal
2025-04-04 09:53:57.757121,903.48,90.38,58.11,1.27,1.19,Normal,OK,OK,Normal
2025-04-04 09:53:58.757121,895.17,89.66,55.58,0.87,0.89,Normal,OK,OK,Normal
2025-04-04 09:53:59.757121,897.78,90.73,55.25,0.84,0.85,Normal,OK,OK,Normal
2025-04-04 09:54:00.757121,907.5,88.77,54.39,0.93,0.94,Normal,OK,OK,Normal
2025-04-04 09:54:01.757121,897.64,89.12,55.09,0.8,0.7,Normal,OK,OK,Normal
2025-04-04 09:54:02.757121,902.17,90.37,53.92,1.2,1.26,Normal,OK,OK,Normal
2025-04-04 09:54:03.757121,899.13,90.29,54.99,1.04,1.07,Normal,OK,OK,Normal
2025-04-04 09:54:04.757121,903.08,89.67,55.4,0.92,0.96,Normal,OK,OK,Normal
2025-04-04 09:54:05.757121,904.52,90.22,53.93,1.17,1.12,Normal,OK,OK,Normal
2025-04-04 09:54:06.757121,898.89,90.45,56.04,1.02,1.14,Normal,OK,OK,Normal
2025-04-04 09:54:07.757121,904.81,89.79,54.05,1.05,0.88,Normal,OK,OK,Normal
2025-04-04 09:54:08.757121,895.32,89.7,53.79,0.91,0.97,Normal,OK,OK,Normal
2025-04-04 09:54:09.757121,894.44,89.93,55.89,0.9,1.08,Normal,OK,OK,Normal
2025-04-04 09:54:10.757121,894.68,90.3,53.81,1.22,1.21,Normal,OK,OK,Normal
2025-04-04 09:54:11.757121,897.81,90.08,54.22,0.94,1.07,Normal,OK,OK,Normal
2025-04-04 09:54:12.757121,897.19,89.51,52.57,0.91,0.95,Normal,OK,OK,Normal
2025-04-04 09:54:13.757121,894.01,90.71,53.4,0.93,0.96,Normal,OK,OK,Normal
2025-04-04 09:54:14.757121,894.82,90.06,57.31,1.03,0.88,Normal,OK,OK,Normal
2025-04-04 09:54:15.757121,896.67,90.25,56.11,0.84,0.72,Normal,OK,OK,Normal
2025-04-04 09:54:16.757121,903.18,90.33,56.21,0.93,1.02,Normal,OK,OK,Normal
2025-04-04 09:54:17.757121,897.55,90.57,55.06,0.89,0.85,Normal,OK,OK,Normal
2025-04-04 09:54:18.757121,894.23,90.69,53.5,0.91,0.9,Normal,OK,OK,Normal
2025-04-04 09:54:19.757121,895.8,90.08,56.72,0.85,0.88,Normal,OK,OK,Normal
2025-04-04 09:54:20.757121,902.72,90.76,55.7,0.97,1.01,Normal,OK,OK,Normal
2025-04-04 09:54:21.757121,900.15,89.86,54.47,0.82,0.72,Normal,OK,OK,Normal
2025-04-04 09:54:22.757121,902.39,88.71,56.37,1.05,1.04,Normal,OK,OK,Normal
2025-04-04 09:54:23.757121,908.96,89.53,54.68,,1.07,Normal,OK,OK,Normal
2025-04-04 09:54:24.757121,901.89,90.37,52.83,0.96,1.04,Normal,OK,OK,Normal
2025-04-04 09:54:25.757121,905.79,89.55,56.17,0.95,0.91,Normal,OK,OK,Normal
2025-04-04 09:54:26.757121,891.68,89.21,52.47,0.89,0.93,Normal,OK,OK,Normal
2025-04-04 09:54:27.757121,906.05,89.83,,1.09,1.0,Normal,OK,OK,Normal
2025-04-04 09:54:28.757121,906.4,90.38,56.63,0.98,1.08,Normal,OK,OK,Normal
2025-04-04 09:54:29.757121,898.82,89.46,55.04,1.03,0.93,Normal,OK,OK,Normal
2025-04-04 09:54:30.757121,893.16,88.89,55.72,1.12,1.1,Normal,OK,OK,Normal
2025-04-04 09:54:31.757121,896.89,90.42,54.58,0.89,0.92,Normal,OK,OK,Normal
2025-04-04 09:54:32.757121,900.06,90.24,56.1,0.87,0.93,Normal,OK,OK,Normal
2025-04-04 09:54:33.757121,900.81,90.05,56.5,0.95,0.99,Normal,OK,OK,Normal
2025-04-04 09:54:34.757121,899.33,89.79,56.52,0.99,1.06,Normal,OK,OK,Normal
2025-04-04 09:54:35.757121,898.6,90.34,55.74,1.0,,Normal,OK,OK,Normal
2025-04-04 09:54:36.757121,900.59,89.96,55.25,1.13,1.08,Normal,OK,OK,Normal
2025-04-04 09:54:37.757121,890.25,90.54,55.62,1.01,1.03,Normal,OK,OK,Normal
2025-04-04 09:54:38.757121,897.97,90.81,56.25,0.9,0.83,Normal,OK,OK,Normal
2025-04-04 09:54:39.757121,903.38,88.86,53.14,0.9,0.82,Normal,OK,OK,Normal
2025-04-04 09:54:40.757121,891.82,90.78,54.88,0.99,1.03,Normal,OK,OK,Normal
2025-04-04 09:54:41.757121,901.38,89.76,54.43,0.95,1.0,Normal,OK,OK,Normal
2025-04-04 09:54:42.757121,894.01,89.81,54.83,0.98,1.05,Normal,OK,OK,Normal
2025-04-04 09:54:43.757121,896.58,90.34,53.72,0.92,0.99,Normal,OK,OK,Normal
2025-04-04 09:54:44.757121,891.31,89.32,56.34,0.82,0.98,Normal,OK,OK,Normal
2025-04-04 09:54:45.757121,897.96,89.41,54.09,1.07,0.96,Normal,OK,OK,Normal
2025-04-04 09:54:46.757121,896.76,90.57,55.39,0.9,0.98,Normal,OK,OK,Normal
2025-04-04 09:54:47.757121,891.07,89.54,57.94,0.81,0.84,Normal,OK,OK,Normal
2025-04-04 09:54:48.757121,,90.5,55.23,1.19,1.16,Normal,OK,OK,Normal
2025-04-04 09:54:49.757121,894.41,90.18,54.42,1.26,1.14,Normal,OK,OK,Normal
2025-04-04 09:54:50.757121,895.2,90.2,57.96,1.11,1.16,Normal,OK,OK,Normal
2025-04-04 09:54:51.757121,,89.74,54.92,0.96,,Normal,OK,OK,Normal
2025-04-04 09:54:52.757121,890.3,89.89,55.55,0.99,1.08,Normal,OK,OK,Normal
2025-04-04 09:54:53.757121,,89.64,56.08,1.05,0.96,Normal,OK,OK,Normal
2025-04-04 09:54:54.757121,902.24,90.4,55.37,0.95,1.03,Normal,OK,OK,Normal
2025-04-04 09:54:55.757121,905.0,89.95,54.2,1.08,1.09,Normal,OK,OK,Normal
2025-04-04 09:54:56.757121,898.28,90.87,53.59,,1.22,Normal,OK,OK,Normal
2025-04-04 09:54:57.757121,898.54,89.69,53.7,1.04,0.95,Normal,OK,OK,Normal
2025-04-04 09:54:58.757121,905.99,90.01,55.16,1.2,1.1,Normal,OK,OK,Normal
2025-04-04 09:54:59.757121,895.29,90.8,54.6,0.99,1.12,Normal,OK,OK,Normal
2025-04-04 09:55:00.757121,899.38,88.94,54.68,1.07,1.09,Normal,OK,OK,Normal
2025-04-04 09:55:01.757121,898.88,90.12,52.91,1.06,1.11,Normal,OK,OK,Normal
2025-04-04 09:55:02.757121,905.2,90.77,54.16,0.96,1.0,Normal,OK,OK,Normal
2025-04-04 09:55:03.757121,903.08,89.49,55.81,1.21,1.17,Normal,OK,OK,Normal
2025-04-04 09:55:04.757121,902.04,89.55,55.13,1.01,0.94,Normal,OK,OK,Normal
2025-04-04 09:55:05.757121,903.98,90.8,56.91,0.97,1.02,Normal,OK,OK,Normal
2025-04-04 09:55:06.757121,895.04,89.45,55.91,0.96,0.88,Normal,OK,OK,Normal
2025-04-04 09:55:07.757121,896.98,89.79,54.77,0.91,0.91,Normal,OK,OK,Normal
2025-04-04 09:55:08.757121,901.29,90.18,54.14,1.08,1.02,Normal,OK,OK,Normal
2025-04-04 09:55:09.757121,,89.46,55.05,0.9,0.9,Normal,OK,OK,Normal
2025-04-04 09:55:10.757121,897.14,89.4,55.19,,0.99,Normal,OK,OK,Normal
2025-04-04 09:55:11.757121,903.05,89.26,52.78,0.93,0.86,Normal,OK,OK,Normal
2025-04-04 09:55:12.757121,897.27,90.21,55.77,1.07,1.06,Normal,OK,OK,Normal
2025-04-04 09:55:13.757121,904.5,89.95,54.77,,0.94,Normal,OK,OK,Normal
2025-04-04 09:55:14.757121,896.01,89.77,54.28,0.92,0.88,Normal,OK,OK,Normal
2025-04-04 09:55:15.757121,908.45,89.92,53.98,0.83,0.86,Normal,OK,OK,Normal
2025-04-04 09:55:16.757121,892.3,90.16,56.22,0.94,1.01,Normal,OK,OK,Normal
2025-04-04 09:55:17.757121,900.91,90.27,54.92,0.94,0.96,Normal,OK,OK,Normal
2025-04-04 09:55:18.757121,902.05,90.14,54.97,1.18,1.16,Normal,OK,OK,Normal
2025-04-04 09:55:19.757121,897.49,90.14,54.21,1.0,0.97,Normal,OK,OK,Normal
2025-04-04 09:55:20.757121,898.87,89.04,55.06,0.75,0.81,Normal,OK,OK,Normal
2025-04-04 09:55:21.757121,903.61,90.46,56.8,,1.0,Normal,OK,OK,Normal
2025-04-04 09:55:22.757121,,89.28,55.2,1.11,1.06,Normal,OK,OK,Normal
2025-04-04 09:55:23.757121,896.32,90.1,53.65,1.0,1.04,Normal,OK,OK,Normal
2025-04-04 09:55:24.757121,904.93,90.35,55.62,0.96,0.92,Normal,OK,OK,Normal
2025-04-04 09:55:25.757121,906.77,90.03,53.36,0.85,0.94,Normal,OK,OK,Normal
2025-04-04 09:55:26.757121,896.3,90.09,54.72,1.17,1.22,Normal,OK,OK,Normal
2025-04-04 09:55:27.757121,895.96,90.81,52.79,0.87,0.85,Normal,OK,OK,Normal
2025-04-04 09:55:28.757121,897.45,89.81,53.62,0.98,0.98,Normal,OK,OK,Normal
2025-04-04 09:55:29.757121,886.01,90.57,54.39,0.95,1.02,Normal,OK,OK,Normal
2025-04-04 09:55:30.757121,900.11,90.41,55.12,0.94,0.96,Normal,OK,OK,Normal
2025-04-04 09:55:31.757121,902.14,91.33,54.27,0.92,0.91,Normal,OK,OK,Normal
